carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
18536,bmw, M5,2015,Semi-Auto,42932,Petrol,555,28.5,4.4,24310
18537,hyundi, Santa Fe,2019,Automatic,4000,Diesel,145,42.8,2.2,31441
18538,hyundi, Santa Fe,2018,Manual,30229,Diesel,145,47.1,2.2,19000
18539,skoda, Rapid,2016,Manual,74129,Diesel,0,78.5,1.4,5790
18540,skoda, Scala,2019,Manual,1149,Petrol,145,49.6,1,15650
18541,ford, Tourneo Connect,2016,Automatic,56892,Diesel,125,56.6,1.5,10873
18542,vauxhall, Vivaro,2017,Manual,25885,Diesel,145,50.4,1.6,14900
18543,toyota, Avensis,2013,Manual,95059,Diesel,30,62.8,2,5990
18544,audi, A8,2019,Automatic,16584,Petrol,145,37.7,3,33992
18545,ford, KA,2015,Manual,23593,Petrol,30,57.7,1.2,5560
18546,ford, Galaxy,2016,Manual,21744,Diesel,125,56.5,2,18498
18547,bmw, Z4,2016,Semi-Auto,29850,Petrol,205,41.5,2,16500
18548,vw, Arteon,2019,Automatic,1000,Diesel,145,37.7,2,34000
18549,hyundi, I40,2017,Manual,27000,Diesel,30,65.7,1.7,11999
18550,hyundi, Santa Fe,2019,Semi-Auto,9445,Diesel,150,39.2,2.2,32494
18551,toyota, Avensis,2016,Manual,17895,Diesel,20,67.3,1.6,9750
18552,hyundi, I800,2019,Manual,14329,Diesel,150,31.7,2.5,18490
18553,merc, M Class,2015,Semi-Auto,37963,Diesel,205,39.2,2.1,21998
18554,ford, Galaxy,2016,Semi-Auto,20486,Diesel,145,52.3,2,20995
18555,hyundi, IX35,2014,Manual,54304,Diesel,145,53.3,0,8700
18556,merc, X-CLASS,2017,Automatic,11447,Diesel,260,35.8,2.3,31000
18557,audi, Q8,2019,Automatic,1000,Diesel,145,32.8,3,67990
18558,merc, M Class,2015,Automatic,68279,Diesel,300,39.2,3,18789
18559,ford, Edge,2017,Manual,7721,Diesel,145,48.7,2,22250
18560,vw, Amarok,2017,Automatic,23800,Diesel,265,36.2,3,23900
18561,merc, GL Class,2015,Semi-Auto,22548,Diesel,330,36.2,3,32998
18562,audi, A8,2018,Semi-Auto,13512,Diesel,145,50.4,3,33498
18563,toyota, GT86,2017,Manual,19420,Petrol,145,36.2,2,17250
18564,merc, M Class,2008,Semi-Auto,96000,Diesel,565,28.8,3,6495
18565,audi, A7,2016,Semi-Auto,29000,Diesel,30,62.8,3,20250
18566,hyundi, IX20,2017,Automatic,8314,Petrol,160,43.5,1.6,9998
18567,toyota, GT86,2018,Manual,5260,Petrol,145,36.2,2,20695
18568,vauxhall, Agila,2014,Manual,32300,Petrol,30,55.4,1.2,4995
18569,vw, Arteon,2019,Semi-Auto,5788,Petrol,145,47.1,2,25000
18570,vw, Arteon,2019,Automatic,7747,Diesel,145,50.4,2,24000
18571,vw, Scirocco,2016,Manual,22687,Diesel,20,55.4,2,15199
18572,ford, Mustang,2016,Automatic,18000,Petrol,325,28.8,2.3,24990
18573,toyota, Prius,2013,Automatic,27800,Hybrid,0,72.4,1.8,11495
18574,ford, KA,2013,Manual,35000,Petrol,30,57.7,1.2,4990
18575,ford, Galaxy,2016,Manual,85259,Diesel,125,56.5,2,12940
18576,skoda, Scala,2019,Automatic,45,Petrol,145,45.6,1.5,17770
18577,merc, V Class,2019,Automatic,1478,Diesel,145,45.6,2.2,48251
18578,ford, Edge,2019,Semi-Auto,6852,Diesel,145,37.2,2,32499
18579,vw, CC,2014,Manual,64650,Diesel,30,60.1,2,8798
18580,hyundi, Santa Fe,2016,Manual,52265,Diesel,200,47.1,2.2,15299
18581,ford, Tourneo Custom,2017,Manual,14000,Diesel,200,44.8,2,19995
18582,merc, CLS Class,2016,Automatic,42018,Diesel,125,57.7,2.1,19590
18583,merc, SLK,2013,Automatic,43150,Petrol,200,43.5,1.8,12995
18584,vauxhall, Combo Life,2019,Manual,2500,Petrol,145,42.2,1.2,14990
18585,vw, Shuttle,2018,Manual,22628,Diesel,145,47.1,2,19998
18586,ford, KA,2018,Manual,10691,Petrol,150,47.9,1.2,9500
18587,toyota, Prius,2017,Automatic,33751,Hybrid,135,94.1,1.8,18500
18588,ford, Edge,2019,Automatic,8772,Diesel,145,37.2,2,31995
18589,bmw, X4,2017,Automatic,41543,Diesel,150,54.3,2,22670
18590,hyundi, IX35,2014,Manual,70352,Diesel,150,53.3,1.7,7599
18591,toyota, Prius,2019,Automatic,464,Hybrid,135,61.4,1.8,23498
18592,toyota, Camry,2019,Automatic,3000,Hybrid,135,52.3,2.5,26990
18593,skoda, Scala,2019,Semi-Auto,15,Diesel,145,54.3,1.6,18498
18594,skoda, Scala,2019,Manual,5,Petrol,145,49.6,1,15490
18595,audi, A7,2016,Semi-Auto,26000,Diesel,160,52.3,3,22990
18596,toyota, Hilux,2019,Manual,12679,Diesel,265,40.4,2.4,24250
18597,skoda, Yeti,2016,Semi-Auto,16784,Petrol,125,51.4,1.2,13000
18598,merc, CLA Class,2017,Automatic,39950,Diesel,20,67.3,2.1,18944
18599,toyota, Hilux,2018,Manual,26411,Diesel,265,40.4,2.4,18498
18600,ford, Mustang,2018,Automatic,5000,Petrol,145,23.5,5,32000
18601,vw, Caravelle,2011,Automatic,96000,Diesel,325,34.4,2,20995
18602,hyundi, IX20,2016,Manual,16407,Petrol,125,50.4,1.4,8298
18603,audi, A8,2020,Automatic,250,Diesel,145,39.2,3,78990
18604,ford, Grand Tourneo Connect,2016,Manual,13000,Diesel,30,64.2,1.5,13995
18605,audi, Q8,2019,Automatic,10521,Diesel,145,33.6,3,48642
18606,hyundi, Santa Fe,2019,Semi-Auto,1567,Diesel,145,39.8,2.2,29995
18607,merc, CLS Class,2013,Automatic,72216,Diesel,200,46.3,3,12975
18608,toyota, GT86,2013,Manual,72000,Petrol,265,36.2,2,10495
18609,merc, CLA Class,2019,Automatic,3439,Petrol,145,40.9,2,26991
18610,bmw, X6,2017,Semi-Auto,21756,Diesel,145,47.1,3,30998
18611,merc, V Class,2018,Automatic,22,Diesel,145,44.8,2.2,35299
18612,vw, Scirocco,2015,Manual,54045,Diesel,30,53.3,2,13995
18613,skoda, Scala,2019,Automatic,5860,Diesel,145,54.3,1.6,17925
18614,hyundi, Santa Fe,2018,Semi-Auto,19935,Diesel,145,39.2,2.2,29000
18615,vauxhall, Vivaro,2015,Manual,59204,Diesel,235,42.8,1.6,11300
18616,merc, S Class,2019,Automatic,6468,Diesel,145,48.7,3,59949
18617,bmw, X4,2019,Semi-Auto,10792,Diesel,150,42.8,2,33898
18618,vw, Scirocco,2009,Manual,79800,Petrol,260,37.2,2,5999
18619,bmw, Z4,2019,Automatic,824,Petrol,145,38.7,2,32550
18620,vw, Jetta,2016,Manual,57605,Diesel,20,67.3,2,9995
18621,toyota, Prius,2019,Automatic,7000,Other,135,217.3,1.8,26990
18622,merc, CLA Class,2015,Automatic,27000,Petrol,200,39.8,2,24990
18623,hyundi, Santa Fe,2020,Automatic,2885,Diesel,145,39.2,2.2,36999
18624,toyota, Verso,2016,Semi-Auto,16429,Petrol,200,42.8,1.8,13981
18625,vw, Arteon,2019,Automatic,1201,Petrol,145,47.1,2,26999
18626,ford, Tourneo Connect,2020,Automatic,409,Diesel,145,44.1,1.5,20950
18627,vauxhall, Combo Life,2019,Manual,6551,Diesel,145,53.3,1.5,13998
18628,ford, Grand C-MAX,2016,Automatic,19704,Diesel,30,58.9,1.5,10077
18629,toyota, Verso,2017,Manual,10136,Diesel,145,62.8,1.6,15995
18630,vw, Scirocco,2012,Manual,77000,Petrol,160,44.1,1.4,6490
18631,merc, GLB Class,2020,Semi-Auto,1000,Diesel,145,47.9,2,30209
18632,vw, Tiguan Allspace,2019,Semi-Auto,8181,Diesel,145,39.2,2,26199
18633,vw, Caravelle,2012,Automatic,73000,Diesel,325,34.4,2,22995
18634,skoda, Rapid,2015,Manual,53549,Diesel,30,64.2,1.6,5950
18635,merc, GL Class,2018,Manual,25458,Petrol,145,48.7,1.6,17699
18636,vw, Caddy Maxi Life,2019,Semi-Auto,1374,Diesel,145,46.3,2,24295
18637,merc, GLS Class,2016,Semi-Auto,33000,Diesel,300,37.2,3,36495
18638,merc, GLS Class,2018,Semi-Auto,5376,Diesel,145,37.2,3,47980
18639,ford, Mustang,2017,Manual,21575,Petrol,145,20.9,5,49999
18640,merc, G Class,2015,Semi-Auto,34400,Diesel,570,25.2,3,52995
18641,toyota, Verso,2017,Semi-Auto,9589,Petrol,160,43.5,1.8,15980
18642,audi, A7,2019,Semi-Auto,7968,Diesel,145,38.7,3,37950
18643,merc, SLK,2014,Automatic,16500,Diesel,145,56.5,2.1,16994
18644,skoda, Scala,2019,Manual,4967,Petrol,145,49.6,1,17988
18645,ford, Galaxy,2018,Automatic,8339,Diesel,145,52.3,2,24499
18646,ford, Mustang,2019,Semi-Auto,756,Petrol,150,22.6,5,42000
18647,toyota, Avensis,2017,Manual,11855,Petrol,145,47.1,1.8,13998
18648,vw, CC,2016,Automatic,41044,Diesel,125,58.9,2,12290
18649,hyundi, Santa Fe,2019,Automatic,10035,Diesel,145,42.8,2.2,30999
18650,vw, Arteon,2019,Automatic,50,Petrol,145,47.1,2,30000
18651,vw, Scirocco,2014,Manual,46772,Diesel,20,55.4,2,10130
18652,skoda, Rapid,2015,Manual,18926,Diesel,30,64.2,1.6,6998
18653,vw, Arteon,2020,Semi-Auto,2500,Diesel,145,37.7,2,37500
18654,merc, CLS Class,2016,Semi-Auto,28925,Diesel,125,57.7,2.1,19998
18655,bmw, X4,2019,Semi-Auto,8098,Diesel,145,42.8,2,34995
18656,bmw, Z4,2010,Manual,68090,Petrol,305,33.2,2.5,9440
18657,merc, G Class,2020,Semi-Auto,1350,Petrol,145,21.4,4,159999
18658,bmw, X7,2020,Semi-Auto,1000,Petrol,145,24.8,3,79566
18659,hyundi, IX35,2015,Manual,33910,Petrol,200,41.5,1.6,9891
18660,vw, Tiguan Allspace,2018,Semi-Auto,28977,Diesel,145,47.9,2,21900
18661,audi, RS5,2019,Semi-Auto,2469,Petrol,150,29.7,2.9,56400
18662,bmw, M3,2005,Manual,115000,Petrol,315,20.8,3.2,10999
18663,merc, S Class,2019,Semi-Auto,14259,Diesel,145,52.3,3,45990
18664,toyota, Hilux,2018,Automatic,24692,Diesel,260,36.2,2.4,23988
18665,bmw, M4,2019,Semi-Auto,8124,Petrol,145,34,3,44898
18666,toyota, Hilux,2019,Automatic,18645,Diesel,260,36.2,2.4,31198
18667,ford, Grand Tourneo Connect,2017,Automatic,12757,Diesel,145,56.6,1.5,14998
18668,toyota, Verso,2016,Manual,7492,Petrol,200,41.5,1.6,12995
18669,vauxhall, Combo Life,2019,Manual,12545,Diesel,145,53.3,1.5,13498
18670,ford, Grand C-MAX,2017,Manual,12124,Diesel,30,64.2,1.5,11698
18671,skoda, Yeti,2016,Automatic,10947,Petrol,125,51.4,1.2,12399
18672,ford, Edge,2019,Automatic,1657,Diesel,145,40.4,2,27499
18673,toyota, Avensis,2004,Automatic,44000,Petrol,325,30.7,2,3495
18674,vw, Arteon,2019,Semi-Auto,6777,Petrol,145,47.1,2,25897
18675,bmw, Z4,2020,Semi-Auto,1501,Petrol,145,38.7,2,34995
18676,hyundi, I40,2015,Manual,62106,Diesel,125,60.1,1.7,8750
18677,vw, Arteon,2020,Semi-Auto,2000,Diesel,145,53.3,2,30000
18678,vw, CC,2016,Semi-Auto,52276,Diesel,125,58.9,2,12990
18679,merc, SLK,2000,Automatic,113237,Petrol,270,27.2,3.2,3990
18680,vw, CC,2015,Manual,60687,Diesel,30,60.1,2,9995
18681,hyundi, Santa Fe,2015,Manual,25770,Diesel,200,46.3,2.2,14498
18682,bmw, 7 Series,2019,Semi-Auto,706,Diesel,145,44.1,3,52700
18683,merc, GL Class,2016,Automatic,18091,Diesel,330,36.2,3,35000
18684,toyota, GT86,2012,Manual,53000,Petrol,250,36.2,2,11995
18685,bmw, M4,2019,Semi-Auto,8787,Petrol,145,34,3,39275
18686,vw, Amarok,2016,Manual,48638,Diesel,260,35.3,2,15990
18687,vauxhall, GTC,2015,Manual,32160,Petrol,160,44.8,1.6,8790
18688,hyundi, Santa Fe,2016,Automatic,23764,Diesel,240,42.8,2.2,18500
18689,vauxhall, Combo Life,2019,Manual,11438,Diesel,150,53.3,1.5,13998
18690,toyota, GT86,2017,Manual,12340,Petrol,145,36.2,2,18995
18691,hyundi, IX35,2015,Manual,67648,Diesel,145,54.3,1.7,7995
18692,bmw, 6 Series,2012,Automatic,27352,Diesel,160,51.4,3,17199
18693,merc, V Class,2018,Manual,49000,Diesel,145,46.3,2.1,19000
18694,vauxhall, Zafira Tourer,2017,Manual,15843,Petrol,200,41.5,1.4,10795
18695,toyota, Prius,2016,Automatic,49104,Hybrid,0,85.6,1.8,17291
18696,merc, S Class,2019,Semi-Auto,8333,Diesel,145,52.3,3,44980
18697,ford, Edge,2016,Semi-Auto,28500,Diesel,200,47.9,2,20500
18698,merc, S Class,2015,Semi-Auto,29036,Diesel,160,50.4,3,24998
18699,merc, S Class,2019,Semi-Auto,8365,Diesel,145,52.3,3,48499
18700,vw, Amarok,2019,Automatic,7504,Diesel,260,28.3,3,35000
18701,audi, A7,2013,Automatic,63250,Diesel,205,48.7,3,16500
18702,merc, GL Class,2015,Automatic,64539,Diesel,20,67.3,2.1,13999
18703,merc, CLS Class,2018,Semi-Auto,13914,Diesel,145,48.7,2.9,32800
18704,vw, Caddy Life,2017,Manual,15986,Diesel,145,60.1,2,14990
18705,vw, Arteon,2018,Semi-Auto,32713,Petrol,145,47.1,2,19990
18706,vauxhall, GTC,2015,Manual,25100,Petrol,160,47.1,1.4,8998
18707,bmw, Z4,2020,Semi-Auto,2200,Petrol,145,38.7,2,32495
18708,audi, A7,2014,Automatic,61140,Diesel,200,47.9,3,14086
18709,toyota, Land Cruiser,2019,Semi-Auto,11619,Diesel,145,30.1,2.8,40999
18710,vw, Eos,2008,Manual,65000,Diesel,195,48,2,4995
18711,toyota, Verso,2016,Manual,14996,Petrol,200,41.5,1.6,11990
18712,audi, A7,2019,Automatic,13450,Diesel,140,52.3,3,29930
18713,audi, RS4,2013,Semi-Auto,28359,Petrol,565,26.4,4.2,26995
18714,vauxhall, Combo Life,2019,Manual,1686,Petrol,145,42.2,1.2,14457
18715,bmw, X7,2019,Semi-Auto,3003,Diesel,145,33.6,3,64400
18716,ford, Galaxy,2017,Manual,35545,Diesel,125,56.5,2,19790
18717,merc, V Class,2018,Manual,16146,Diesel,145,46.3,2.1,19998
18718,toyota, Hilux,2015,Automatic,38841,Diesel,260,32.8,3,17495
18719,audi, RS3,2017,Semi-Auto,17889,Petrol,145,34,2.5,36990
18720,merc, V Class,2018,Manual,13013,Diesel,145,46.3,2.1,20698
18721,bmw, X4,2017,Automatic,23604,Diesel,150,54.3,2,23900
18722,skoda, Rapid,2017,Manual,15300,Petrol,20,60.1,1.2,8490
18723,merc, X-CLASS,2019,Automatic,600,Diesel,260,31.4,3,32995
18724,skoda, Yeti,2015,Semi-Auto,36502,Petrol,125,51.4,1.2,9995
18725,toyota, Verso,2017,Semi-Auto,26242,Petrol,150,43.5,1.8,14995
18726,audi, A7,2019,Semi-Auto,2055,Diesel,150,35.8,3,49496
18727,ford, Puma,2020,Manual,2986,Petrol,145,50.4,1,20890
18728,vauxhall, Combo Life,2018,Manual,20964,Diesel,145,53.3,1.5,13495
18729,ford, Galaxy,2005,Manual,114000,Petrol,305,28,2.3,1995
18730,vauxhall, Zafira Tourer,2017,Manual,32447,Petrol,205,41.5,1.4,9999
18731,skoda, Rapid,2016,Manual,46346,Petrol,20,60.1,1.2,6450
18732,bmw, X6,2019,Automatic,4509,Diesel,145,34.9,3,59991
18733,merc, GL Class,2016,Automatic,39542,Diesel,30,64.2,2.1,16999
18734,vw, Tiguan Allspace,2018,Semi-Auto,20301,Diesel,150,47.9,2,24900
18735,hyundi, Santa Fe,2017,Semi-Auto,50595,Diesel,235,42.8,2.2,18495
18736,merc, GLS Class,2016,Automatic,23083,Diesel,305,37.2,3,37094
18737,bmw, 6 Series,2013,Automatic,52635,Diesel,160,49.6,3,17339
18738,merc, CLS Class,2017,Semi-Auto,14698,Diesel,160,51.4,3,26512
18739,bmw, X4,2020,Semi-Auto,2679,Petrol,145,26.9,3,43898
18740,vw, CC,2014,Automatic,45755,Diesel,150,53.3,2,11000
18741,toyota, Verso,2016,Manual,12698,Petrol,200,41.5,1.6,11195
18742,bmw, X7,2019,Semi-Auto,6391,Diesel,145,33.6,3,72430
18743,audi, A8,2019,Automatic,7890,Diesel,145,40.4,3,38975
18744,hyundi, Santa Fe,2019,Semi-Auto,3960,Diesel,145,39.8,2.2,32490
18745,bmw, M4,2016,Automatic,771,Petrol,300,33.2,3,99950
18746,hyundi, Santa Fe,2002,Manual,94000,Petrol,325,30.4,2.4,1200
18747,skoda, Yeti,2016,Semi-Auto,35843,Diesel,160,51.4,2,14499
18748,ford, Mustang,2019,Automatic,2500,Petrol,145,22.1,5,45250
18749,toyota, Hilux,2017,Automatic,35855,Diesel,260,36.2,2.4,19490
18750,merc, GLS Class,2016,Automatic,42924,Diesel,300,37.2,3,33000
18751,merc, GL Class,2015,Automatic,41270,Diesel,20,62.8,2.1,15299
18752,merc, S Class,2019,Semi-Auto,1766,Diesel,145,48.7,3,63099
18753,vw, Arteon,2019,Semi-Auto,3438,Diesel,145,50.4,2,28995
18754,hyundi, IX20,2016,Manual,8648,Petrol,125,50.4,1.4,8995
18755,ford, Grand C-MAX,2016,Manual,33000,Diesel,30,64.2,1.5,11736
18756,vauxhall, GTC,2016,Manual,38330,Petrol,160,47.1,1.4,7998
18757,bmw, 7 Series,2016,Semi-Auto,18190,Petrol,200,40.4,3,33000
18758,toyota, Prius,2016,Automatic,41902,Hybrid,0,94.1,1.8,17519
18759,merc, CLA Class,2014,Automatic,34222,Diesel,30,62.8,2.1,16991
18760,merc, V Class,2018,Manual,34483,Diesel,150,46.3,2.1,19346
18761,merc, S Class,2001,Automatic,66000,Petrol,570,24.6,3.2,4495
18762,bmw, Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2,31980
18763,merc, SLK,2016,Automatic,30128,Diesel,30,70.6,2.1,17499
18764,vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145,38.7,2,36999
18765,vauxhall, Combo Life,2018,Manual,6310,Diesel,145,53.3,1.5,15273
18766,vauxhall, Combo Life,2019,Automatic,6991,Diesel,145,50.4,1.5,16799
18767,skoda, Scala,2019,Automatic,1907,Petrol,145,47.1,1,17990
18768,bmw, X4,2017,Automatic,34960,Diesel,150,54.3,2,23000
18769,hyundi, IX35,2015,Manual,45163,Diesel,145,53.3,1.7,8795
18770,bmw, M4,2019,Semi-Auto,24,Petrol,145,34,3,45475
18771,bmw, 6 Series,2018,Semi-Auto,10250,Diesel,145,49.6,3,28990
18772,toyota, Prius,2019,Automatic,6552,Hybrid,135,235,1.8,24987
18773,audi, R8,2014,Automatic,31930,Petrol,580,21.9,5.2,59990
18774,merc, S Class,2019,Automatic,100,Diesel,145,52.3,3,55995
18775,vauxhall, Zafira Tourer,2017,Manual,29221,Petrol,145,41.5,1.4,11499
18776,bmw, X4,2016,Automatic,44352,Diesel,150,54.3,2,21400
18777,bmw, X4,2015,Automatic,26928,Diesel,200,47.9,3,20600
18778,skoda, Yeti,2016,Semi-Auto,18599,Petrol,125,51.4,1.2,12750
18779,toyota, Avensis,2014,Manual,142000,Diesel,30,62.8,2,3930
18780,ford, Galaxy,2016,Manual,27315,Diesel,125,56.5,2,18000
18781,ford, Edge,2019,Semi-Auto,5542,Diesel,145,37.2,2,32599
18782,merc, SLK,2015,Automatic,25996,Diesel,145,70.6,2.1,12999
18783,merc, V Class,2019,Automatic,19735,Diesel,145,48.7,2.1,23750
18784,vw, Shuttle,2019,Semi-Auto,11542,Diesel,150,32.8,2,26990
18785,hyundi, Santa Fe,2016,Automatic,23656,Diesel,235,42.8,2.2,17733
18786,ford, Grand C-MAX,2016,Semi-Auto,37799,Diesel,30,58.9,1.5,9491
18787,ford, Grand C-MAX,2016,Automatic,44956,Diesel,30,58.9,1.5,8480
18788,toyota, Avensis,2016,Manual,47352,Diesel,20,67.3,1.6,10249
18789,vw, Beetle,2007,Manual,103500,Petrol,260,36.7,1.6,2395
18790,vauxhall, GTC,2016,Manual,14112,Petrol,165,47.1,1.4,10498
18791,merc, CLS Class,2016,Semi-Auto,13720,Diesel,165,51.4,3,22998
18792,skoda, Yeti,2015,Manual,63813,Petrol,125,51.4,1.2,9250
18793,bmw, M4,2016,Semi-Auto,21107,Petrol,300,34,3,31498
18794,ford, Puma,2002,Manual,108000,Petrol,230,38.2,1.7,2195
18795,merc, M Class,2015,Semi-Auto,38644,Diesel,200,39.2,2.1,21698
18796,bmw, Z4,2019,Automatic,11,Petrol,145,38.7,2,32995
18797,hyundi, Santa Fe,2019,Semi-Auto,9993,Diesel,145,42.8,2.2,29990
18798,merc, SLK,2015,Other,39000,Diesel,150,56.5,2.1,12995
18799,merc, GLS Class,2019,Semi-Auto,13110,Diesel,145,37.2,3,47980
18800,bmw, 7 Series,2019,Semi-Auto,3000,Diesel,145,41.5,3,53000
18801,merc, CLA Class,2017,Automatic,24107,Diesel,150,67.3,2.1,20000
18802,merc, CLA Class,2017,Automatic,17932,Petrol,150,53.3,1.6,17000
18803,skoda, Kamiq,2019,Semi-Auto,563,Diesel,145,52.3,1.6,21990
18804,vw, Caravelle,2019,Automatic,9200,Diesel,150,32.8,2,38500
18805,vw, Caravelle,2019,Semi-Auto,9221,Diesel,145,33.6,2,39999
18806,toyota, Prius,2013,Automatic,58852,Other,10,64.2,1.8,17995
18807,bmw, X6,2020,Semi-Auto,9612,Diesel,145,34.9,3,55500
18808,merc, M Class,2015,Automatic,46023,Diesel,205,39.2,2.1,21643
18809,hyundi, IX20,2018,Manual,10612,Petrol,150,50.4,1.4,10350
18810,audi, R8,2018,Semi-Auto,3800,Petrol,145,23,5.2,93950
18811,ford, Grand C-MAX,2017,Manual,40911,Diesel,150,64.2,1.5,9690
18812,audi, RS5,2015,Automatic,66000,Petrol,555,26.9,4.2,25950
18813,merc, S Class,1998,Automatic,43534,Petrol,265,23.3,6,19990
18814,ford, KA,2015,Manual,31168,Petrol,30,57.7,1.2,5500
18815,audi, A8,2019,Semi-Auto,3442,Diesel,145,40.4,3,39940
18816,merc, V Class,2019,Semi-Auto,2924,Diesel,145,44.8,2.2,36980
18817,audi, Q8,2019,Automatic,8300,Petrol,145,26.4,3,58000
18818,merc, SLK,2007,Automatic,74000,Petrol,325,32.1,1.8,5290
18819,vw, Arteon,2019,Automatic,2917,Diesel,145,44.1,2,30990
18820,ford, Edge,2019,Automatic,10,Diesel,145,37.2,2,33000
18821,vw, Scirocco,2017,Semi-Auto,11436,Diesel,145,53.3,2,17595
18822,hyundi, I800,2019,Automatic,15927,Diesel,145,28,2.5,18995
18823,toyota, Supra,2019,Automatic,162,Petrol,145,34.5,3,49490
18824,vw, Arteon,2019,Semi-Auto,11412,Diesel,145,50.4,2,25990
18825,merc, V Class,2018,Manual,32095,Diesel,145,46.3,2.1,21996
18826,merc, GLS Class,2019,Semi-Auto,7650,Diesel,150,37.2,3,46931
18827,bmw, X6,2013,Automatic,80000,Diesel,300,37.7,3,16990
18828,ford, Galaxy,2019,Manual,9129,Diesel,145,55.4,2,26430
18829,ford, Edge,2017,Manual,17200,Diesel,205,47.9,2,21180
18830,ford, Grand C-MAX,2013,Automatic,47421,Diesel,165,48.7,2,8470
18831,merc, V Class,2018,Automatic,19016,Diesel,145,48.7,2.1,19750
18832,toyota, Hilux,2017,Manual,58630,Diesel,260,40.4,2.4,18995
18833,hyundi, IX20,2016,Manual,28933,Petrol,125,50.4,1.4,7998
18834,toyota, Verso,2008,Manual,83000,Petrol,260,36.7,1.8,3995
18835,bmw, X6,2019,Semi-Auto,3371,Diesel,145,34.9,3,58990
18836,audi, R8,2016,Semi-Auto,10172,Petrol,570,24.8,5.2,79900
18837,bmw, M4,2020,Automatic,10,Petrol,150,34,3,45488
18838,merc, CLS Class,2019,Semi-Auto,5680,Diesel,145,48.7,2.9,37499
18839,ford, Edge,2017,Manual,22168,Diesel,145,48.7,2,19050
18840,hyundi, IX35,2011,Manual,60000,Diesel,145,48.7,1.7,6975
18841,audi, A8,2019,Automatic,8076,Petrol,145,28.8,3,44950
18842,hyundi, Santa Fe,2019,Semi-Auto,17340,Diesel,145,39.2,2.2,31735
18843,vw, Beetle,2006,Manual,103875,Petrol,260,36.7,1.6,1799
18844,ford, Grand C-MAX,2017,Manual,13809,Diesel,30,64.2,1.5,10800
18845,vw, Beetle,2013,Manual,52750,Diesel,125,57.6,2,7691
18846,bmw, 6 Series,2013,Automatic,58024,Diesel,160,51.4,3,15499
18847,bmw, 7 Series,2016,Semi-Auto,20619,Diesel,145,54.3,3,29240
18848,ford, Edge,2016,Automatic,20028,Diesel,160,48.7,2,19419
18849,merc, S Class,2019,Automatic,2000,Diesel,145,48.7,3,59995
18850,hyundi, IX20,2016,Manual,25018,Petrol,125,50.4,1.4,8498
18851,ford, Grand Tourneo Connect,2015,Manual,30760,Diesel,115,58.9,1.6,10995
18852,skoda, Rapid,2017,Manual,83,Diesel,150,67.3,1.6,10995
18853,hyundi, Santa Fe,2015,Semi-Auto,11673,Diesel,265,41.5,2.2,18992
18854,ford, Fusion,2008,Manual,105000,Petrol,200,42.8,1.6,1895
18855,skoda, Rapid,2016,Manual,33013,Petrol,20,57.7,1.2,7950
18856,audi, A7,2020,Automatic,1200,Diesel,150,38.2,3,45000
18857,ford, KA,2018,Manual,10437,Petrol,150,57.7,1.2,9000
18858,ford, Galaxy,2007,Manual,134000,Diesel,235,44.8,1.8,3395
18859,hyundi, Santa Fe,2019,Semi-Auto,9739,Diesel,150,39.2,2.2,32380
18860,vw, CC,2015,Manual,61090,Diesel,30,62.8,2,9998
18861,ford, Grand C-MAX,2016,Manual,38670,Diesel,30,64.2,1.5,9126
18862,vw, Arteon,2018,Automatic,11639,Diesel,145,60.1,2,21999
18863,bmw, M4,2020,Semi-Auto,2024,Petrol,145,34,3,49623
18864,hyundi, IX20,2019,Manual,7887,Petrol,150,37.2,1.6,11994
18865,vw, Shuttle,2018,Manual,33441,Diesel,145,47.1,2,20998
18866,merc, M Class,2004,Automatic,121000,Diesel,325,29.7,2.7,19950
18867,toyota, Avensis,2006,Manual,87743,Diesel,165,49.6,2,2250
18868,merc, S Class,2018,Automatic,43000,Diesel,145,52.3,2.9,33490
18869,bmw, M4,2019,Semi-Auto,7603,Petrol,145,32.5,3,39990
18870,bmw, Z4,2008,Manual,63000,Petrol,325,31.7,3,14000
18871,skoda, Yeti,2017,Manual,36078,Diesel,30,62.8,2,10500
18872,bmw, 6 Series,2015,Automatic,40517,Petrol,260,36.2,3,20000
18873,merc, SLK,2015,Semi-Auto,27877,Diesel,30,70.6,2,16480
18874,hyundi, Santa Fe,2019,Semi-Auto,2199,Diesel,145,39.2,2.2,36990
18875,toyota, GT86,2020,Manual,1055,Petrol,145,33.2,2,27995
18876,ford, Grand C-MAX,2016,Manual,36511,Diesel,30,64.2,1.5,9999
18877,audi, Q8,2019,Semi-Auto,5978,Diesel,150,30.7,4,83995
18878,merc, S Class,2017,Semi-Auto,6200,Diesel,150,52.3,3,40990
18879,skoda, Kamiq,2019,Automatic,124,Petrol,145,44.1,1.5,19450
18880,merc, CLS Class,2016,Semi-Auto,22525,Diesel,125,57.7,2.1,20499
18881,skoda, Kamiq,2020,Manual,1421,Petrol,145,47.9,1,19300
18882,bmw, M3,2004,Manual,46000,Petrol,325,23.3,3.2,19500
18883,audi, SQ5,2018,Automatic,37000,Petrol,145,34,3,35950
